0.257272 0.086987 0.093468 0.092313 0.097789 0.081272 0.073442 0.111447 0.181855 0.180566 0.217591 0.203265 0.011650 0.241169 0.248643 0.209432 0.223536 0.247952 0.295648 0.020340 0.312857 0.252081 0.229109 0.212101 0.242238 0.241625 0.242650 0.219310 0.228130 0.239014 0.219769 0.233866 0.237057 0.254406 0.250952 0.249538 0.129643 0.119971 0.166753 0.158682 0.174046 0.132063 0.319533 0.345857 0.351432 0.336301 0.347357 0.187571 0.079453 0.076992 0.065698 0.083759 0.050268 0.059095 0.133239 0.125577 0.128025 0.093389 0.103911 0.122731 0.100506 0.145287 0.265199 0.324778 0.315517 0.091482 0.307293 0.309941 0.311571 0.300167 0.313224 0.313652 0.084479 0.106804 0.099152 0.111927 0.110741 0.102008 0.187350 0.216908 0.219745 0.208541 0.167895 0.202795 0.287059 0.062593 1 0.063063 0.287683 0.014366 0.276926 0.038900 0.015738 0.259380 0.294020 0.053295 0.037890 0.094065 0.187470 0.174903 0.113619 0.277244 0.336201 0.247455 0.015492 0.011577 0.056939 0.012247 0.017880 4.132187 4.144673 4.097377 4.091644 4.111185 4.156901 3.991552 4.018617 4.064386 4.091095 4.174931 3.807095 4.078895 3.908344 4.105126 4.009865 3.953348 3.912550 4.055233 3.720330 3.734567 3.748983 3.737715 3.761524 3.718599 3.646983 3.659449 3.678730 3.693424 3.680185 3.703910 4.066688 4.163362 4.105017 4.153774 4.105647 4.189958 3.994946 4.043771 4.059703 4.098304 4.068351 4.073843 4.087345 3.762532 3.758376 3.734242 3.773818 3.729142 3.799402 3.794889 3.741963 3.697711 3.722000 3.686879 3.608293 4.202004 4.155955 4.199399 4.138802 4.168988 4.169826 3.667536 3.662171 3.695157 3.718903 3.689512 3.697518 3.920851 3.891824 3.892548 3.895273 3.885961 3.891877 3.713222 3.715742 3.716384 0.206241 0.166162 0.203818 0.264068 0.186480 0.207789 0.287732 0.282202 0.251088 
0.194377 0.024404 0.030967 0.029827 0.035095 0.019365 0.013727 0.049271 0.118963 0.117679 0.154680 0.140360 0.055079 0.178314 0.185791 0.146586 0.160641 0.185047 0.232759 0.083377 0.249989 0.189168 0.166216 0.149176 0.179370 0.178734 0.179815 0.156466 0.165300 0.176176 0.282680 0.296748 0.299938 0.317260 0.313809 0.312399 0.192632 0.182946 0.229707 0.221642 0.236995 0.195029 0.382293 0.408569 0.414136 0.399033 0.410068 0.250513 0.017933 0.016542 0.010101 0.022507 0.016402 0.011277 0.070407 0.062755 0.065234 0.031182 0.041419 0.059978 0.038338 0.082624 0.328050 0.387533 0.378289 0.029449 0.244428 0.247081 0.248716 0.237312 0.250370 0.250789 0.023347 0.044424 0.037188 0.049591 0.048224 0.040004 0.124454 0.153970 0.156805 0.145606 0.104980 0.139902 0.224151 0.125624 0.063063 1 0.224777 0.077016 0.214003 0.101912 0.078681 0.196487 0.231164 0.116286 0.100774 0.031035 0.124482 0.111898 0.050691 0.214335 0.273358 0.184634 0.052885 0.070235 0.119541 0.072016 0.077850 4.097147 4.109873 4.064430 4.058561 4.078035 4.122123 3.956145 3.983273 4.029198 4.055945 4.140314 3.772567 4.043975 3.873316 4.069947 3.974648 3.918190 3.877443 4.019991 3.686670 3.700774 3.714938 3.703888 3.727088 3.684937 3.612949 3.625738 3.645065 3.659443 3.646332 3.670144 4.031457 4.128479 4.071179 4.118802 4.072081 4.155175 3.961235 4.010164 4.026148 4.064688 4.034470 4.040284 4.053870 3.728339 3.723988 3.700146 3.739536 3.695133 3.765092 3.760893 3.707240 3.663945 3.687687 3.652891 3.574297 4.167612 4.123427 4.166945 4.103925 4.136287 4.137372 3.633996 3.628507 3.661280 3.684981 3.655959 3.663941 3.886979 3.858250 3.858900 3.861782 3.852455 3.858389 3.679446 3.681733 3.682352 0.143375 0.103366 0.140970 0.201168 0.123542 0.144849 0.224847 0.219319 0.188192 
0.031298 0.201093 0.194727 0.195875 0.190333 0.206988 0.215116 0.177306 0.106380 0.107712 0.070626 0.084988 0.279137 0.047553 0.040189 0.079072 0.064660 0.040124 0.008265 0.307930 0.025324 0.035938 0.059162 0.075938 0.046419 0.046749 0.046437 0.069352 0.060682 0.049957 0.506248 0.520180 0.523357 0.540544 0.537111 0.535721 0.416717 0.407040 0.453568 0.445549 0.460818 0.419047 0.605153 0.631206 0.636719 0.621747 0.632688 0.474259 0.208838 0.211556 0.222965 0.204800 0.238417 0.229692 0.154970 0.162603 0.160221 0.194982 0.184424 0.165527 0.187958 0.143255 0.551319 0.610343 0.601172 0.196876 0.020015 0.022691 0.024369 0.013829 0.025977 0.026206 0.204172 0.181659 0.189522 0.176686 0.177643 0.186709 0.100902 0.071154 0.068277 0.079533 0.120244 0.085496 0.001212 0.350049 0.287683 0.224777 1 0.301589 0.011164 0.326368 0.303217 0.028928 0.008939 0.340664 0.325149 0.193807 0.100395 0.113017 0.174496 0.010666 0.049005 0.041947 0.276503 0.294214 0.343596 0.296074 0.301682 3.975498 3.989081 3.950719 3.944381 3.963518 4.001360 3.834031 3.861244 3.907562 3.934324 4.020074 3.654597 3.923018 3.752686 3.947882 3.852851 3.796862 3.756485 3.897910 3.571935 3.585473 3.598612 3.588442 3.609205 3.570200 3.497050 3.511060 3.530498 3.543598 3.531026 3.555087 3.909456 4.007333 3.954136 3.997336 3.956065 4.034287 3.845170 3.894279 3.910377 3.948880 3.917436 3.924435 3.938277 3.611411 3.606307 3.583686 3.622225 3.579041 3.647586 3.644584 3.588329 3.548921 3.570440 3.537040 3.458741 4.048098 4.010974 4.054558 3.982866 4.023133 4.025143 3.519955 3.513970 3.545792 3.569272 3.541758 3.549627 3.770659 3.743140 3.743507 3.746980 3.737641 3.743615 3.564296 3.565830 3.566293 0.082118 0.122237 0.084625 0.024016 0.101491 0.080163 0.002763 0.006596 0.037110 
0.271256 0.101068 0.107575 0.106420 0.111866 0.095411 0.087668 0.125634 0.195896 0.194607 0.231598 0.217285 0.025212 0.255193 0.262664 0.223482 0.237544 0.261915 0.309569 0.007500 0.326772 0.266046 0.243115 0.226097 0.256255 0.255625 0.256688 0.233358 0.242180 0.253055 0.205989 0.220132 0.223316 0.240676 0.237230 0.235801 0.115912 0.106314 0.153033 0.144964 0.160316 0.118413 0.305678 0.332005 0.337597 0.322463 0.333517 0.173813 0.093641 0.091218 0.079953 0.097971 0.064558 0.073368 0.147309 0.139648 0.142105 0.107537 0.118040 0.136821 0.114691 0.159417 0.251380 0.310950 0.301694 0.105670 0.321232 0.323883 0.325517 0.314132 0.327168 0.327580 0.098695 0.120958 0.113334 0.126089 0.124879 0.116194 0.201386 0.230894 0.233724 0.222537 0.181927 0.216826 0.300954 0.048755 0.014366 0.077016 0.301589 1 0.290801 0.025632 0.005899 0.273359 0.307992 0.039915 0.025081 0.108036 0.201414 0.188799 0.127418 0.291147 0.350039 0.261500 0.028872 0.015030 0.044268 0.013581 0.014669 4.140923 4.153361 4.105739 4.100031 4.119579 4.165582 4.000357 4.027410 4.073141 4.099837 4.183578 3.815779 4.087617 3.917103 4.113893 4.018650 3.962127 3.921323 4.064017 3.728845 3.743105 3.757566 3.746259 3.770175 3.727112 3.655552 3.667966 3.687240 3.701990 3.688727 3.712440 4.075463 4.172057 4.113538 4.162491 4.114117 4.198629 4.003462 4.052260 4.068181 4.106756 4.076886 4.082318 4.095802 3.771142 3.767020 3.742832 3.782445 3.737717 3.808035 3.803465 3.750664 3.706241 3.730628 3.695448 3.616858 4.210603 4.164225 4.207641 4.147505 4.177286 4.178075 3.676026 3.670679 3.703706 3.727465 3.698004 3.706016 3.929404 3.900327 3.901063 3.903761 3.894451 3.900365 3.721754 3.724328 3.724969 0.220283 0.180251 0.217872 0.278029 0.200482 0.221774 0.301664 0.296148 0.265069 
0.021880 0.190394 0.184055 0.185201 0.179647 0.196317 0.204480 0.166745 0.095850 0.097187 0.060234 0.074532 0.268464 0.037725 0.030637 0.068762 0.054306 0.029891 0.019358 0.297179 0.036327 0.025816 0.048892 0.065429 0.036577 0.036719 0.036843 0.059183 0.050680 0.040219 0.495572 0.509526 0.512702 0.529900 0.526467 0.525072 0.406016 0.396350 0.442888 0.434865 0.450139 0.408365 0.594480 0.620542 0.626064 0.611086 0.622029 0.463575 0.198181 0.200926 0.212331 0.194178 0.227766 0.219059 0.144337 0.151954 0.149590 0.184340 0.173786 0.154894 0.177348 0.132728 0.540645 0.599684 0.590512 0.186241 0.031153 0.033828 0.035511 0.024869 0.037108 0.037284 0.193559 0.171049 0.178927 0.166103 0.167025 0.176124 0.090391 0.060662 0.057775 0.069017 0.109644 0.075064 0.010340 0.339298 0.276926 0.214003 0.011164 0.290801 1 0.315641 0.292484 0.019427 0.019381 0.329950 0.314443 0.183044 0.089657 0.102196 0.163640 0.002773 0.059537 0.032686 0.265863 0.283559 0.332941 0.285411 0.291043 3.981961 3.995509 3.956844 3.950524 3.969677 4.007788 3.840459 3.867677 3.913985 3.940752 4.026484 3.660821 3.929440 3.759055 3.954358 3.859295 3.803272 3.762869 3.904375 3.578006 3.591572 3.604758 3.594548 3.615421 3.576269 3.503144 3.517107 3.536546 3.549705 3.537106 3.561164 3.915913 4.013775 3.960400 4.003792 3.962284 4.040722 3.851370 3.900482 3.916578 3.955053 3.923692 3.930642 3.944475 3.617587 3.612513 3.589833 3.628420 3.585170 3.653797 3.650742 3.594583 3.554994 3.576616 3.543146 3.464811 4.054480 4.017056 4.060641 3.989304 4.029245 4.031214 3.525979 3.520014 3.551887 3.575383 3.547795 3.555672 3.776852 3.749277 3.749656 3.753104 3.743762 3.749737 3.570380 3.571949 3.572419 0.071738 0.111724 0.074264 0.014515 0.090868 0.069584 0.012019 0.008102 0.027149 
0.295917 0.125669 0.132105 0.130951 0.136463 0.119864 0.111875 0.149921 0.220516 0.219221 0.256254 0.241925 0.047739 0.279787 0.287261 0.248054 0.262196 0.286623 0.334309 0.018645 0.351506 0.290754 0.267760 0.250785 0.280864 0.280270 0.281248 0.257922 0.266733 0.277617 0.180986 0.195070 0.198266 0.215623 0.212164 0.210755 0.090798 0.081098 0.127913 0.119838 0.135213 0.093193 0.280898 0.307250 0.312817 0.297670 0.308743 0.148767 0.118009 0.115438 0.104057 0.122221 0.088535 0.097366 0.171903 0.164245 0.166675 0.131956 0.142508 0.161373 0.139033 0.183860 0.226477 0.286124 0.276850 0.130030 0.345929 0.348572 0.350197 0.338788 0.351850 0.352290 0.122911 0.145357 0.137626 0.150447 0.149324 0.140478 0.226009 0.255595 0.258435 0.247228 0.206578 0.241449 0.325752 0.024010 0.038900 0.101912 0.326368 0.025632 0.315641 1 0.023246 0.298033 0.332642 0.014401 0.002597 0.132875 0.226226 0.213698 0.152484 0.315941 0.374872 0.286043 0.050801 0.033141 0.018838 0.031157 0.026396 4.153482 4.165816 4.117379 4.111734 4.131310 4.178026 4.013154 4.040166 4.085825 4.112502 4.195950 3.828204 4.100133 3.929708 4.126517 4.031311 3.974777 3.933961 4.076680 3.740905 3.755217 3.769784 3.758385 3.782561 3.739174 3.667812 3.680078 3.699323 3.714206 3.700892 3.724557 4.088133 4.184554 4.125574 4.175023 4.126036 4.211080 4.015461 4.064205 4.080100 4.118768 4.088948 4.094239 4.107684 3.783422 3.779386 3.755080 3.794759 3.749930 3.820353 3.815647 3.763184 3.718360 3.742977 3.707669 3.629112 4.222875 4.175676 4.219063 4.159994 4.188814 4.189500 3.688053 3.682765 3.715873 3.739640 3.710031 3.718048 3.941491 3.912288 3.913056 3.915684 3.906384 3.912288 3.733870 3.736540 3.737192 0.244879 0.204780 0.242446 0.302736 0.225187 0.246490 0.326398 0.320864 0.289746 
0.272757 0.102452 0.108899 0.107745 0.113250 0.096665 0.088719 0.126770 0.197331 0.196036 0.233079 0.218746 0.024879 0.256634 0.264111 0.224892 0.239029 0.263464 0.311165 0.005174 0.328371 0.267592 0.244596 0.227608 0.257706 0.257108 0.258098 0.234762 0.243581 0.254465 0.204198 0.218277 0.221472 0.238822 0.235364 0.233956 0.114030 0.104326 0.151139 0.143065 0.158437 0.116420 0.304057 0.330394 0.335961 0.320823 0.331888 0.171990 0.094824 0.092282 0.080918 0.099063 0.065408 0.074246 0.148702 0.141042 0.143476 0.108768 0.119316 0.138174 0.115868 0.160694 0.249669 0.309285 0.300017 0.106856 0.322793 0.325438 0.327064 0.315652 0.328717 0.329156 0.099762 0.122180 0.114467 0.127280 0.126140 0.117322 0.202826 0.232414 0.235255 0.224045 0.183383 0.218272 0.302600 0.047107 0.015738 0.078681 0.303217 0.005899 0.292484 0.023246 1 0.274877 0.309504 0.037624 0.022173 0.109648 0.203030 0.190498 0.129285 0.292788 0.351752 0.262898 0.028203 0.011780 0.041237 0.009943 0.009248 4.140346 4.152767 4.104986 4.099290 4.118847 4.164988 3.999844 4.026886 4.072609 4.099304 4.182973 3.815173 4.087029 3.916534 4.113326 4.018089 3.961565 3.920760 4.063457 3.728190 3.742459 3.756939 3.745616 3.769580 3.726460 3.654957 3.667336 3.686600 3.701375 3.688105 3.711802 4.074911 4.171478 4.112862 4.161913 4.113420 4.198044 4.002772 4.051563 4.067480 4.106115 4.076212 4.081619 4.095098 3.770525 3.766421 3.742214 3.781832 3.737093 3.807419 3.802825 3.750099 3.705604 3.730033 3.694833 3.616263 4.209983 4.163446 4.206868 4.146917 4.176524 4.177299 3.675374 3.670043 3.703079 3.726832 3.697350 3.705360 3.928731 3.899631 3.900373 3.903057 3.893750 3.899661 3.721114 3.723694 3.724342 0.221712 0.181607 0.219280 0.279580 0.202000 0.223309 0.303253 0.297718 0.266588 
0.003573 0.172664 0.166256 0.167407 0.161885 0.178513 0.186585 0.148682 0.077775 0.079106 0.041973 0.056357 0.250680 0.018640 0.011311 0.050281 0.035954 0.011762 0.036592 0.279626 0.053797 0.007441 0.030418 0.047369 0.017543 0.017937 0.017584 0.040508 0.031775 0.021057 0.478040 0.491958 0.495142 0.512339 0.508898 0.507516 0.388427 0.378722 0.425290 0.417265 0.432548 0.390729 0.577118 0.603208 0.608714 0.593722 0.604682 0.446016 0.180336 0.183018 0.194435 0.176250 0.209913 0.201163 0.126456 0.134105 0.131701 0.166466 0.155901 0.137006 0.159388 0.114596 0.523183 0.582292 0.573105 0.168339 0.048090 0.050728 0.052348 0.040889 0.054011 0.054504 0.175610 0.153097 0.160942 0.148092 0.149091 0.158116 0.072286 0.042631 0.039778 0.050991 0.091713 0.056827 0.028511 0.321783 0.259380 0.196487 0.028928 0.273359 0.019427 0.298033 0.274877 1 0.034726 0.312319 0.296777 0.165492 0.072143 0.084926 0.146412 0.019000 0.077828 0.013293 0.247997 0.265739 0.315157 0.267612 0.273189 3.989061 4.002526 3.963116 3.956844 3.976040 4.014806 3.847612 3.874822 3.921105 3.947878 4.033453 3.667477 3.936458 3.766025 3.961495 3.866392 3.810317 3.769874 3.911507 3.584379 3.598004 3.611296 3.600995 3.622123 3.582646 3.509673 3.523496 3.542915 3.556208 3.543557 3.567580 3.923047 4.020841 3.967020 4.010882 3.968802 4.047769 3.857866 3.906968 3.923057 3.961601 3.930304 3.937134 3.950945 3.624184 3.619194 3.596389 3.635054 3.591689 3.660446 3.657271 3.601399 3.561407 3.583261 3.549648 3.471297 4.061386 4.023225 4.066828 3.996347 4.035492 4.037373 3.532291 3.526387 3.558350 3.581856 3.554123 3.562007 3.783366 3.755664 3.756073 3.759459 3.750119 3.756089 3.576804 3.578421 3.578918 0.053379 0.093573 0.055863 0.005036 0.073011 0.051683 0.028701 0.023096 0.008335 
0.036966 0.207340 0.200928 0.202078 0.196563 0.213177 0.221232 0.183314 0.112456 0.113779 0.076650 0.091027 0.285302 0.053102 0.045610 0.084904 0.070650 0.046264 0.004920 0.314252 0.019535 0.042072 0.065088 0.082085 0.052020 0.052560 0.051767 0.075068 0.066259 0.055382 0.512466 0.526360 0.529541 0.546713 0.543275 0.541896 0.422954 0.413253 0.459774 0.451757 0.467024 0.425247 0.611419 0.637470 0.642966 0.627996 0.638941 0.480478 0.214996 0.217666 0.229076 0.210897 0.244553 0.235799 0.161136 0.168786 0.166377 0.201126 0.190567 0.171681 0.194042 0.149240 0.557555 0.616583 0.607409 0.202998 0.013591 0.016145 0.017714 0.006186 0.019381 0.020023 0.210252 0.187753 0.195583 0.182736 0.183753 0.192754 0.106964 0.077325 0.074476 0.085693 0.126405 0.091497 0.010066 0.356378 0.294020 0.231164 0.008939 0.307992 0.019381 0.332642 0.309504 0.034726 1 0.346913 0.331380 0.200182 0.106842 0.119593 0.181080 0.018221 0.044003 0.047050 0.282605 0.300344 0.349725 0.302218 0.307779 3.970523 3.984117 3.945841 3.939499 3.958632 3.996395 3.829098 3.856305 3.902628 3.929389 4.015114 3.649714 3.918057 3.747763 3.942905 3.847893 3.791921 3.751557 3.892940 3.567143 3.580669 3.593791 3.583636 3.604361 3.565410 3.492283 3.506299 3.525728 3.538808 3.526249 3.550301 3.904495 4.002370 3.949220 3.992364 3.951164 4.029325 3.840280 3.889385 3.905482 3.944035 3.912525 3.919540 3.933384 3.606578 3.601467 3.578870 3.617381 3.574233 3.642731 3.639747 3.583483 3.544137 3.565621 3.532249 3.453984 4.043148 4.006112 4.049702 3.977899 4.018263 4.020289 3.515192 3.509208 3.541003 3.564466 3.536987 3.544849 3.765780 3.738282 3.738646 3.742125 3.732789 3.738761 3.559504 3.561011 3.561478 0.088040 0.128233 0.090506 0.030102 0.107726 0.086403 0.007721 0.012377 0.043035 
0.310201 0.139994 0.146415 0.145261 0.150783 0.134167 0.126141 0.164177 0.234812 0.233516 0.270547 0.256219 0.061927 0.294060 0.301533 0.262332 0.276485 0.300915 0.348596 0.033027 0.365786 0.305047 0.282047 0.265085 0.295140 0.294554 0.295514 0.272197 0.281003 0.291886 0.166647 0.180718 0.183916 0.201275 0.197813 0.196407 0.076443 0.066722 0.113549 0.105473 0.120852 0.078813 0.266618 0.292978 0.298540 0.283388 0.294466 0.134420 0.132300 0.129704 0.118313 0.136487 0.102787 0.111608 0.186209 0.178555 0.180979 0.146247 0.156802 0.175675 0.153306 0.198133 0.212162 0.271832 0.262553 0.144313 0.360205 0.362846 0.364469 0.353059 0.366121 0.366566 0.137169 0.159638 0.151889 0.164717 0.163612 0.154738 0.240305 0.269897 0.272738 0.261531 0.220884 0.255740 0.340051 0.010460 0.053295 0.116286 0.340664 0.039915 0.329950 0.014401 0.037624 0.312319 0.346913 1 0.015619 0.147232 0.240554 0.228042 0.166860 0.330241 0.389161 0.300306 0.064873 0.047096 0.007085 0.045140 0.039979 4.161243 4.173520 4.124662 4.119049 4.138638 4.185723 4.021035 4.048026 4.093643 4.120306 4.203607 3.835912 4.107876 3.937506 4.134315 4.039135 3.982597 3.941776 4.084502 3.748423 3.762763 3.777385 3.765938 3.790248 3.746693 3.675431 3.687620 3.706851 3.721803 3.708463 3.732103 4.095953 4.192276 4.133062 4.182766 4.133462 4.218773 4.022940 4.071652 4.087531 4.126222 4.096454 4.101669 4.115093 3.791054 3.787063 3.762695 3.802409 3.757527 3.828005 3.823228 3.770941 3.725907 3.750644 3.715268 3.636729 4.230475 4.182851 4.226214 4.167717 4.196027 4.196658 3.695554 3.690295 3.723445 3.747219 3.717530 3.725552 3.949020 3.919753 3.920538 3.923131 3.913835 3.919734 3.741416 3.744140 3.744796 0.259164 0.219063 0.256726 0.317026 0.239497 0.260796 0.340685 0.335150 0.304033 
0.294655 0.124421 0.130833 0.129679 0.135207 0.118580 0.110537 0.148575 0.219243 0.217946 0.254990 0.240656 0.046310 0.278503 0.285979 0.246764 0.260930 0.285376 0.333077 0.017834 0.350273 0.289508 0.266492 0.249531 0.279584 0.279002 0.279954 0.256630 0.265438 0.276325 0.182210 0.196258 0.199459 0.216808 0.213344 0.211943 0.092025 0.082279 0.129108 0.121033 0.136411 0.094361 0.282172 0.308522 0.314077 0.298931 0.310007 0.149985 0.116705 0.114101 0.102707 0.120884 0.087179 0.096000 0.170631 0.162977 0.165398 0.130654 0.141213 0.160093 0.137707 0.182543 0.227722 0.287377 0.278100 0.128715 0.344684 0.347324 0.348947 0.337529 0.350600 0.351049 0.121565 0.144043 0.136289 0.149120 0.148021 0.139137 0.224737 0.254346 0.257188 0.245976 0.205316 0.240176 0.324540 0.025626 0.037890 0.100774 0.325149 0.025081 0.314443 0.002597 0.022173 0.296777 0.331380 0.015619 1 0.131694 0.225015 0.212519 0.151382 0.314727 0.373681 0.284745 0.049270 0.031519 0.019210 0.029549 0.024545 4.152160 4.164492 4.116049 4.110404 4.129982 4.176703 4.011835 4.038846 4.084508 4.111185 4.194627 3.826873 4.098810 3.928388 4.125194 4.029990 3.973457 3.932642 4.075359 3.739593 3.753905 3.768473 3.757073 3.781250 3.737863 3.666513 3.678774 3.698016 3.712900 3.699587 3.723248 4.086812 4.183233 4.124248 4.173701 4.124710 4.209758 4.014133 4.062878 4.078772 4.117451 4.087622 4.092912 4.106358 3.782109 3.778075 3.753770 3.793445 3.748620 3.819036 3.814331 3.761877 3.717051 3.741670 3.706362 3.627813 4.221552 4.174348 4.217739 4.158671 4.187488 4.188175 3.686745 3.681461 3.714565 3.738328 3.708721 3.716738 3.940165 3.910962 3.911730 3.914358 3.905057 3.910962 3.732560 3.735222 3.735877 0.243598 0.203483 0.241158 0.301491 0.223942 0.245246 0.325164 0.319624 0.288490 
0.163382 0.008568 0.006022 0.006203 0.006245 0.014574 0.022844 0.019977 0.087969 0.086691 0.123675 0.109358 0.085743 0.147320 0.154798 0.115595 0.129636 0.154047 0.201784 0.114367 0.219022 0.158170 0.135212 0.118165 0.148374 0.147734 0.148829 0.125479 0.134316 0.145190 0.313571 0.327613 0.330803 0.348108 0.344657 0.343253 0.223570 0.213870 0.260615 0.252555 0.267901 0.225943 0.413125 0.439376 0.444934 0.429845 0.440871 0.281417 0.016490 0.019636 0.030371 0.014047 0.045311 0.036940 0.039534 0.031929 0.034435 0.007652 0.012094 0.029270 0.010695 0.051839 0.358917 0.418354 0.409117 0.008410 0.213455 0.216108 0.217744 0.206333 0.219398 0.219820 0.013919 0.015064 0.010899 0.019945 0.018230 0.012627 0.093458 0.122963 0.125796 0.114597 0.073983 0.108904 0.193185 0.156618 0.094065 0.031035 0.193807 0.108036 0.183044 0.132875 0.109648 0.165492 0.200182 0.147232 0.131694 1 0.093475 0.080921 0.020313 0.183364 0.242438 0.153653 0.083312 0.100906 0.150353 0.102730 0.108476 4.079744 4.092587 4.048054 4.042120 4.061558 4.104845 3.938598 3.965751 4.011747 4.038508 4.123112 3.755473 4.026639 3.855955 4.052479 3.957177 3.900756 3.860042 4.002500 3.670010 3.684047 3.698084 3.687145 3.710040 3.668277 3.596121 3.609066 3.628412 3.642632 3.629587 3.653438 4.013974 4.111152 4.054368 4.101429 4.055403 4.137891 3.944503 3.993475 4.009482 4.048007 4.017643 4.023613 4.037240 3.711411 3.706964 3.683270 3.722562 3.678302 3.748100 3.744056 3.690054 3.647240 3.670707 3.636077 3.557494 4.150517 4.107246 4.150795 4.086601 4.120019 4.121225 3.617407 3.611857 3.644518 3.668192 3.639359 3.647328 3.870182 3.841601 3.842216 3.845173 3.835842 3.841783 3.662731 3.664905 3.665512 0.112380 0.072426 0.109982 0.170177 0.092528 0.113838 0.193872 0.188338 0.157194 
0.070108 0.100815 0.094485 0.095630 0.090070 0.106752 0.114937 0.077351 0.008792 0.009979 0.030668 0.017027 0.178960 0.054257 0.061665 0.023361 0.036497 0.060690 0.108386 0.207752 0.125635 0.064783 0.042073 0.025006 0.055272 0.054521 0.055898 0.032939 0.041592 0.052279 0.406581 0.420570 0.423755 0.441007 0.437563 0.436167 0.316782 0.307086 0.353741 0.345698 0.361012 0.319128 0.505851 0.532014 0.537551 0.522515 0.533503 0.374494 0.108611 0.111384 0.122792 0.104647 0.138224 0.129528 0.054832 0.062411 0.060083 0.094793 0.084245 0.065372 0.087829 0.043584 0.451808 0.511063 0.501855 0.096685 0.120076 0.122736 0.124376 0.112985 0.126031 0.126440 0.104044 0.081545 0.089456 0.076664 0.077510 0.086672 0.006726 0.029775 0.032536 0.021568 0.020507 0.016704 0.099777 0.249954 0.187470 0.124482 0.100395 0.201414 0.089657 0.226226 0.203030 0.072143 0.106842 0.240554 0.225015 0.093475 1 0.012919 0.074299 0.089951 0.149127 0.060732 0.176370 0.194080 0.243544 0.195934 0.201586 4.028745 4.041945 4.000300 3.994170 4.013481 4.054222 3.887316 3.914520 3.960699 3.987482 4.072714 3.705796 3.975895 3.805261 4.001296 3.906054 3.849799 3.809216 3.951284 3.621651 3.635463 3.649087 3.638502 3.660414 3.619917 3.547259 3.560704 3.580102 3.593808 3.580977 3.604938 3.962790 4.060372 4.005247 4.050515 4.006704 4.087233 3.895725 3.944796 3.960859 3.999363 3.968506 3.974966 3.988704 3.662172 3.657418 3.634212 3.673172 3.629390 3.698639 3.695084 3.640001 3.598751 3.621324 3.587247 3.508752 4.100432 4.060046 4.103648 4.035847 4.072538 4.074125 3.569308 3.563557 3.595843 3.619433 3.591205 3.599130 3.821260 3.793164 3.793663 3.796863 3.787522 3.793483 3.614199 3.616053 3.616603 0.020073 0.023071 0.018099 0.076778 0.003664 0.020581 0.100464 0.094936 0.063854 
0.082914 0.088409 0.082155 0.083292 0.077714 0.094404 0.102652 0.065413 0.011636 0.011223 0.043564 0.029789 0.166534 0.067135 0.074528 0.036172 0.049378 0.073434 0.121043 0.195191 0.138280 0.077543 0.054943 0.037903 0.068147 0.067372 0.068794 0.045834 0.054501 0.065183 0.394093 0.408108 0.411291 0.428555 0.425113 0.423710 0.304275 0.294595 0.341256 0.333210 0.348527 0.306646 0.493357 0.519529 0.525077 0.510035 0.521024 0.362000 0.096286 0.099117 0.110497 0.092416 0.125874 0.117225 0.042831 0.050280 0.048038 0.082539 0.072038 0.053275 0.075677 0.032367 0.439318 0.498585 0.489376 0.084439 0.132767 0.135433 0.137080 0.125724 0.138731 0.139111 0.091837 0.069427 0.077351 0.064662 0.065390 0.074607 0.015562 0.042643 0.045387 0.034460 0.010989 0.029455 0.112373 0.237386 0.174903 0.111898 0.113017 0.188799 0.102196 0.213698 0.190498 0.084926 0.119593 0.228042 0.212519 0.080921 0.012919 1 0.061539 0.102549 0.161625 0.073631 0.164005 0.181678 0.231120 0.183518 0.189206 4.036401 4.049560 4.007574 4.001466 4.020793 4.061836 3.894969 3.922173 3.968335 3.995117 4.080303 3.713245 3.983516 3.812848 4.008970 3.913709 3.857425 3.816820 3.958956 3.628925 3.642768 3.656444 3.645815 3.667847 3.627191 3.554571 3.567962 3.587359 3.601129 3.588269 3.612224 3.970455 4.068002 4.012681 4.058161 4.014087 4.094850 3.903104 3.952171 3.968229 4.006711 3.975937 3.982340 3.996066 3.669560 3.664840 3.641572 3.680580 3.636731 3.706062 3.702447 3.647479 3.606034 3.628718 3.594568 3.516043 4.107986 4.067260 4.110856 4.043475 4.079785 4.081325 3.576539 3.570809 3.603148 3.626755 3.598447 3.606380 3.828644 3.800487 3.801000 3.804172 3.794830 3.800789 3.621492 3.623389 3.623943 0.032883 0.014225 0.030787 0.089515 0.013184 0.033478 0.113131 0.107628 0.076646 
